alert_id,alert_no,station,sensor,sensor_type,alert_type,fault_type,lsl,alert_value,hsl,start_time,end_time,duration,status,timelapse,date,remarks,acknowledge
717,A_op_60_motor running torque_2023-01-18 13:07:31.678,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:31.678, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
718,A_op_60_motor running torque_2023-01-18 13:07:31.678,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:31.678, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
719,A_op_60_motor running torque_2023-01-18 13:07:31.679,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:31.679, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
720,A_op_60_motor running torque_2023-01-18 13:07:31.679,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:31.679, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
721,A_op_60_motor running torque_2023-01-18 13:07:31.679,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:31.679, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
722,A_op_60_motor running torque_2023-01-18 13:07:34.680,op_60,motor running torque,servo motors,Low limit,One minute,10,1,20,2023-01-18 13:07:34.680, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
724,A_op_60_motor running torque_2023-01-18 13:07:34.681,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:34.681, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
725,A_op_60_motor running torque_2023-01-18 13:07:34.681,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:34.681, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
726,A_op_60_motor running torque_2023-01-18 13:07:34.682,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:34.682, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
727,A_op_60_motor running torque_2023-01-18 13:07:34.682,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:34.682, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
728,A_op_60_motor running torque_2023-01-18 13:07:34.682,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:34.682, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
729,A_op_60_motor running torque_2023-01-18 13:07:37.696,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:37.696, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
730,A_op_60_motor running torque_2023-01-18 13:07:37.696,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:37.696, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
731,A_op_60_motor running torque_2023-01-18 13:07:37.696,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:37.696, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
732,A_op_60_motor running torque_2023-01-18 13:07:37.696,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:37.696, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
733,A_op_60_motor running torque_2023-01-18 13:07:37.696,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:37.696, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
734,A_op_60_motor running torque_2023-01-18 13:07:37.697,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:37.697, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
735,A_op_60_motor running torque_2023-01-18 13:07:40.693,op_60,motor running torque,servo motors,Low limit,One minute,10,1,20,2023-01-18 13:07:40.693, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
736,A_op_60_motor running torque_2023-01-18 13:07:40.693,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:40.693, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
737,A_op_60_motor running torque_2023-01-18 13:07:40.694,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:40.694, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
738,A_op_60_motor running torque_2023-01-18 13:07:40.694,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:40.694, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
739,A_op_60_motor running torque_2023-01-18 13:07:40.695,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:40.695, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
740,A_op_60_motor running torque_2023-01-18 13:07:40.695,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:40.695, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
741,A_op_60_motor running torque_2023-01-18 13:07:43.707,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:43.707, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
742,A_op_60_motor running torque_2023-01-18 13:07:43.708,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:43.708, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
743,A_op_60_motor running torque_2023-01-18 13:07:43.708,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:43.708, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
744,A_op_60_motor running torque_2023-01-18 13:07:43.708,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:43.708, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
745,A_op_60_motor running torque_2023-01-18 13:07:43.709,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:43.709, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
746,A_op_60_motor running torque_2023-01-18 13:07:43.709,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:43.709, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
747,A_op_60_motor running torque_2023-01-18 13:07:46.708,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:46.708, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
748,A_op_60_motor running torque_2023-01-18 13:07:46.708,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:46.708, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
749,A_op_60_motor running torque_2023-01-18 13:07:46.709,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:46.709, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
750,A_op_60_motor running torque_2023-01-18 13:07:46.709,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:46.709, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
751,A_op_60_motor running torque_2023-01-18 13:07:46.709,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:46.709, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
752,A_op_60_motor running torque_2023-01-18 13:07:46.709,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:46.709, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
753,A_op_60_motor running torque_2023-01-18 13:07:49.711,op_60,motor running torque,servo motors,Low limit,One minute,10,1,20,2023-01-18 13:07:49.711, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
754,A_op_60_motor running torque_2023-01-18 13:07:49.711,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:49.711, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
755,A_op_60_motor running torque_2023-01-18 13:07:49.712,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:49.712, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
756,A_op_60_motor running torque_2023-01-18 13:07:49.712,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:49.712, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
757,A_op_60_motor running torque_2023-01-18 13:07:49.712,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:49.712, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
758,A_op_60_motor running torque_2023-01-18 13:07:49.712,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:49.712, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
759,A_op_60_motor running torque_2023-01-18 13:07:52.720,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:52.720, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
760,A_op_60_motor running torque_2023-01-18 13:07:52.721,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:52.721, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
761,A_op_60_motor running torque_2023-01-18 13:07:52.721,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:52.721, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
762,A_op_60_motor running torque_2023-01-18 13:07:52.722,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:52.722, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
763,A_op_60_motor running torque_2023-01-18 13:07:52.722,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:52.722, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
764,A_op_60_motor running torque_2023-01-18 13:07:52.722,op_60,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 13:07:52.722, , ,Active,18 Hr 41 Min 51,2023-01-18, , 
770,A_op_60_fan running status on off_2023-01-18 13:09:13.835,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:13.835, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
771,A_op_60_fan running status on off_2023-01-18 13:09:13.835,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:13.835, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
772,A_op_60_fan running status on off_2023-01-18 13:09:13.835,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:13.835, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
773,A_op_60_fan running status on off_2023-01-18 13:09:13.835,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:13.835, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
774,A_op_60_fan running status on off_2023-01-18 13:09:13.836,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:13.836, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
775,A_op_60_fan running status on off_2023-01-18 13:09:13.836,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:13.836, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
777,A_op_60_fan running status on off_2023-01-18 13:09:16.841,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:16.841, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
778,A_op_60_fan running status on off_2023-01-18 13:09:16.841,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:16.841, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
779,A_op_60_fan running status on off_2023-01-18 13:09:16.842,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:16.842, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
780,A_op_60_fan running status on off_2023-01-18 13:09:16.842,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:16.842, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
781,A_op_60_fan running status on off_2023-01-18 13:09:16.842,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:16.842, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
782,A_op_60_fan running status on off_2023-01-18 13:09:16.842,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:16.842, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
784,A_op_60_fan running status on off_2023-01-18 13:09:19.841,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:19.841, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
785,A_op_60_fan running status on off_2023-01-18 13:09:19.842,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:19.842, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
786,A_op_60_fan running status on off_2023-01-18 13:09:19.842,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:19.842, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
787,A_op_60_fan running status on off_2023-01-18 13:09:19.842,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:19.842, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
788,A_op_60_fan running status on off_2023-01-18 13:09:19.843,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:19.843, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
789,A_op_60_fan running status on off_2023-01-18 13:09:19.843,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:19.843, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
791,A_op_60_fan running status on off_2023-01-18 13:09:22.842,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:22.842, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
792,A_op_60_fan running status on off_2023-01-18 13:09:22.843,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:22.843, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
793,A_op_60_fan running status on off_2023-01-18 13:09:22.843,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:22.843, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
794,A_op_60_fan running status on off_2023-01-18 13:09:22.843,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:22.843, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
795,A_op_60_fan running status on off_2023-01-18 13:09:22.843,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:22.843, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
796,A_op_60_fan running status on off_2023-01-18 13:09:22.844,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:22.844, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
798,A_op_60_fan running status on off_2023-01-18 13:09:25.859,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:25.859, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
799,A_op_60_fan running status on off_2023-01-18 13:09:25.859,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:25.859, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
800,A_op_60_fan running status on off_2023-01-18 13:09:25.859,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:25.859, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
801,A_op_60_fan running status on off_2023-01-18 13:09:25.860,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:25.860, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
802,A_op_60_fan running status on off_2023-01-18 13:09:25.860,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:25.860, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
803,A_op_60_fan running status on off_2023-01-18 13:09:25.860,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:25.860, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
804,A_op_60_fan running status on off_2023-01-18 13:09:28.864,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:28.864, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
805,A_op_60_fan running status on off_2023-01-18 13:09:28.864,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:28.864, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
806,A_op_60_fan running status on off_2023-01-18 13:09:28.865,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:28.865, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
807,A_op_60_fan running status on off_2023-01-18 13:09:28.865,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:28.865, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
808,A_op_60_fan running status on off_2023-01-18 13:09:28.865,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:28.865, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
809,A_op_60_fan running status on off_2023-01-18 13:09:28.865,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:28.865, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
811,A_op_60_fan running status on off_2023-01-18 13:09:31.864,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:31.864, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
812,A_op_60_fan running status on off_2023-01-18 13:09:31.865,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:31.865, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
813,A_op_60_fan running status on off_2023-01-18 13:09:31.865,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:31.865, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
814,A_op_60_fan running status on off_2023-01-18 13:09:31.865,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:31.865, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
815,A_op_60_fan running status on off_2023-01-18 13:09:31.865,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:31.865, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
816,A_op_60_fan running status on off_2023-01-18 13:09:31.865,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:31.865, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
817,A_op_60_fan running status on off_2023-01-18 13:09:34.875,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:34.875, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
819,A_op_60_fan running status on off_2023-01-18 13:09:34.876,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:34.876, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
820,A_op_60_fan running status on off_2023-01-18 13:09:34.876,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:34.876, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
821,A_op_60_fan running status on off_2023-01-18 13:09:34.876,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:34.876, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
822,A_op_60_fan running status on off_2023-01-18 13:09:34.876,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:34.876, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
823,A_op_60_fan running status on off_2023-01-18 13:09:34.877,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:34.877, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
825,A_op_60_fan running status on off_2023-01-18 13:09:37.883,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 13:09:37.883, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
827,A_op_60_fan running status on off_2023-01-18 13:09:37.884,op_60,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 13:09:37.884, , ,Active,18 Hr 48 Min 40,2023-01-18, , 
